Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Missing,Injuries,Damage ($Mil),Houses Destroyed,Houses Damaged,Total Deaths,Total Missing,Total Injuries,Total Damage ($Mil),Total Houses Destroyed,Total Houses Damaged
2014,5,5,11,8,43.4,NA,NA,THAILAND:  CHIANG RAI,19.656,99.67,6,6.1,6,1,NA,32,62,20,NA,1,NA,32,62,20,NA
2014,5,8,17,0,14.8,NA,NA,MEXICO:  TECPAN,17.235,-100.746,17,6.4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,5,8,22,51,15.8,NA,NA,PAKISTAN:  NAWABSHAH,26.387,68.358,15,4.5,NA,2,NA,70,NA,NA,NA,2,NA,70,NA,NA,NA
2014,5,17,16,46,27,NA,NA,GERMANY:  HESSE,49.793,8.632,10,3.6,5,NA,NA,NA,1.36,NA,70,NA,NA,NA,1.36,NA,70
2014,5,19,0,59,19.7,NA,NA,ALBANIA:  BELSH,40.943,19.906,10,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,5,23,20,49,22,NA,NA,CHINA:   YUNNAN PROVINCE,24.974,97.844,8,5.8,NA,NA,NA,15,60,NA,9688,NA,NA,15,60,NA,9688
2014,5,24,9,25,2.4,5790,NA,"GREECE, TURKEY",40.289,25.389,6,6.9,9,3,NA,310,450,NA,NA,3,NA,310,4500,NA,NA
2014,5,30,1,20,15.2,NA,NA,CHINA:  YUNNAN PROVINCE:  YINGJIANG,25,97.845,10,5.9,NA,NA,NA,45,2,3390,18000,NA,NA,45,2,3390,18000
2014,6,23,19,19,15.9,5572,NA,KERMADEC ISLANDS: SSE OF RAOUL ISLAND,-29.977,-177.725,20,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,6,23,20,53,9.7,5571,NA,ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,109,7.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,7,7,11,23,54.8,NA,NA,MEXICO,14.724,-92.461,53,6.9,8,3,NA,33,NA,NA,50,3,NA,33,NA,NA,50
2014,7,7,11,23,54.8,NA,NA, GUATEMALA:  SAN MARCOS,14.724,-92.461,53,6.9,8,3,NA,33,NA,NA,50,3,NA,33,NA,NA,50
2014,7,11,19,22,0.8,5574,NA,JAPAN:  SANRIKU,37.005,142.453,20,6.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,7,15,9,8,40,NA,NA,OKLAHOMA:  HARRAH,35.524,-97.159,6,3.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,7,25,10,54,50.4,5575,NA,ALASKA:  SOUTHEASTERN,58.335,-136.971,10,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,7,29,10,46,14.7,NA,NA,MEXICO:  OAXACA,17.682,-95.653,107,6.3,7,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA
2014,8,1,4,11,16.5,NA,NA,ALGERIA:  ALGIERS,36.856,3.181,10,5.5,7,6,NA,420,NA,NA,NA,6,NA,420,NA,NA,NA
2014,8,3,8,30,13.6,NA,NA,"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG",27.189,103.409,12,6.2,7,615,114,3143,5000,25800,160400,615,114,3143,5000,25800,160400
2014,8,5,10,22,34,NA,NA,SOUTH AFRICA:  ORKNEY,-26.99,26.705,5,5.4,7,1,NA,17,NA,13,1433,1,NA,17,NA,13,1433
2014,8,12,19,58,0.1,NA,NA,ECUADOR:  QUITO,-0.018,-78.322,12,5.1,5,3,NA,18,NA,NA,89,3,NA,18,NA,NA,89
2014,8,16,22,7,59.6,NA,NA,CHINA:  YUNNAN PROVINCE:  YONGSHAN,28.125,103.546,10,5,7,NA,NA,6,NA,NA,337,NA,NA,6,NA,NA,337
2014,8,18,2,32,5.4,NA,NA,IRAN:  ILAM PROVINCE:  ABDANAN,32.703,47.695,10,6.2,8,NA,NA,330,43,2700,17000,NA,NA,330,43,2700,17000
2014,8,24,10,20,44.1,NA,NA,"CALIFORNIA:  NAPA, VALLEJO",38.215,-122.312,11,6,8,1,NA,257,700,160,1034,1,NA,257,700,160,1034
2014,9,20,4,26,11.5,NA,NA,PHILIPPINES:  BARANGAY LUAYON,6.864,125.233,26,5.2,5,NA,NA,1,NA,15,67,NA,NA,1,NA,15,67
2014,9,28,2,35,22.2,NA,NA,PERU:  PARURO PROVINCE,-13.843,-71.695,10,4.9,7,8,NA,6,NA,106,NA,8,NA,6,NA,106,NA
2014,10,7,13,49,39.7,NA,NA,CHINA:   YUNNAN PROVINCE:  YONGPING,23.383,100.47,9,6.1,4,1,NA,323,274,NA,NA,1,NA,323,274,NA,NA
2014,10,9,2,14,31.4,5577,NA,CHILE: EASTER ISLAND REGION,-32.108,-110.811,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,10,14,3,51,34.5,5607,NA,EL SALVADOR:  GULF OF FONSECA,12.526,-88.123,40,7.3,8,1,NA,NA,NA,5,41,1,NA,NA,NA,5,41
2014,11,15,2,31,41.7,5578,NA,INDONESIA:  N. MOLUCCAS ISLANDS,1.893,126.522,45,7.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,11,22,8,55,26.6,NA,NA,CHINA:  SICHUAN PROVINCE:  GARZE,30.34,101.737,9,5.9,3,5,NA,65,50,30,27400,5,NA,65,50,30,27400
2014,11,22,13,8,18.4,NA,NA,"JAPAN:  NAGANO:  HAKUBA, OTARI",36.641,137.888,9,6.2,9,NA,NA,46,2,213,1624,NA,NA,46,2,213,1624
2014,12,6,10,20,1.5,NA,NA,CHINA:  YUNNAN PROVINCE:  YONGPING,23.358,100.533,10,5.6,3,1,NA,22,NA,434,17000,1,NA,22,NA,434,17000
2014,12,23,8,0,21.8,NA,NA,ALGERIA:  BLIDA,36.492,3.025,7,4.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,1,14,5,21,38.8,NA,NA,CHINA:  SICHUAN PROVINCE:  LESHAN,29.353,103.199,10,5.3,6,NA,NA,11,NA,NA,2000,NA,NA,11,NA,NA,2000
2015,2,16,23,6,28.3,5580,NA,JAPAN:  HONSHU,39.856,142.881,23,6.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,2,19,13,18,32.8,5582,NA,VANUATU ISLANDS,-16.431,168.148,10,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,2,20,22,37,50.3,NA,NA,CHINA:  YUNNAN PROVINCE,23.01,101.755,10,4.5,NA,NA,NA,NA,NA,NA,276,NA,NA,NA,NA,NA,276
2015,2,21,21,21,37.7,NA,NA,BALKANS NW:  BOSNIA-HERZEGOVINA:,44.509,18.917,2,3.7,NA,4,NA,1,NA,NA,NA,4,NA,1,NA,NA,NA
2015,2,22,6,42,54.7,NA,NA,CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,12,5.1,3,NA,NA,NA,14.65,NA,1728,NA,NA,NA,14.65,NA,1728
2015,2,26,21,59,5.1,NA,NA,PAKISTAN:  BATTAGRAM,34.671,73.278,30,5.4,5,NA,NA,5,NA,NA,2,NA,NA,5,NA,NA,2
2015,2,28,20,10,24,NA,NA,PERU:  AREQUIPA:  CAYLLOMA:  CABANACONDE,-15.7,-71.99,12,4.8,3,NA,NA,NA,NA,64,500,NA,NA,NA,NA,64,500
2015,3,1,10,24,41.4,NA,NA,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA",23.566,98.854,10,5.2,NA,NA,NA,39,15,220,15800,NA,NA,39,15,220,15800
2015,3,8,20,47,27.4,NA,NA,BALKANS NW: SERBIA:  KOSJERIC,44.126,19.936,9,4.4,4,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100
2015,3,10,20,55,44.4,NA,NA,"COLOMBIA:  ANTIOQUIA, SANTANDER",6.776,-72.988,155,6.2,6,NA,NA,NA,NA,180,2167,NA,NA,NA,NA,180,2167
2015,3,14,6,13,35,NA,NA,CHINA:  ANHUI PROVINCE:  FUYANG,33.15,115.8,10,4.6,NA,2,NA,13,NA,155,11079,2,NA,13,NA,155,11079
2015,3,29,23,48,31,5581,NA,PAPUA NEW GUINEA,-4.729,152.562,41,7.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,4,20,1,42,58.4,NA,NA,TAIWAN:  TAIPEI,24.203,122.316,29,6.4,5,1,NA,1,NA,NA,19,1,NA,1,NA,NA,19
2015,4,25,6,11,26,NA,NA,NEPAL:   KATHMANDU,28.231,84.731,8,7.8,8,8957,3,24000,6000,498852,256697,8957,3,24000,6000,498852,256697
2015,4,25,6,11,26,NA,NA, INDIA,28.231,84.731,8,7.8,8,8957,3,24000,6000,498852,256697,8957,3,24000,6000,498852,256697
2015,4,25,6,11,26,NA,NA, CHINA,28.231,84.731,8,7.8,8,8957,3,24000,6000,498852,256697,8957,3,24000,6000,498852,256697
2015,4,25,6,11,26,NA,NA, BANGLADESH,28.231,84.731,8,7.8,8,8957,3,24000,6000,498852,256697,8957,3,24000,6000,498852,256697
2015,5,2,16,50,43,5584,7537,JAPAN:  HONSHU:  S. OF,31.529,140.213,10,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,5,5,1,44,6.4,5583,NA,PAPUA NEW GUINEA,-5.462,151.875,55,7.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,5,12,7,5,19.7,NA,NA,NEPAL:   DOLAKHA,27.809,86.066,15,7.3,8,117,NA,2800,NA,NA,NA,117,NA,2800,NA,NA,NA
2015,5,30,11,23,2.1,NA,NA,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,664,7.8,6,NA,NA,12,NA,NA,NA,NA,NA,12,NA,NA,NA
2015,6,4,23,15,43.9,NA,NA,"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",5.987,116.541,10,6,7,18,NA,NA,NA,NA,23,18,NA,NA,NA,NA,23
2015,6,28,1,5,28.6,NA,NA,INDIA:  KOKRAJHAR,26.638,90.41,26,5.1,7,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
2015,7,3,1,7,47.3,NA,NA,CHINA:  S. XINJIANG:  HOTAN,37.459,78.154,20,6.4,4,3,NA,263,NA,3000,NA,3,NA,263,NA,3000,NA
2015,7,3,6,43,21.5,NA,NA,PHILIPPINES:  MINDANAO,10.169,125.891,32,6.1,7,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2015,7,10,4,12,42.5,5589,NA,SOLOMON ISLANDS,-9.307,158.403,12,6.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,7,18,2,27,33.8,5588,NA,SOLOMON ISLANDS,-10.401,165.141,11,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,7,24,20,59,54.1,NA,NA,PAKISTAN:  ABBOTTABAD,33.856,73.193,17,5.1,7,3,NA,1,NA,3,NA,3,NA,1,NA,3,NA
2015,7,27,4,49,46.4,5591,NA,ALASKA,52.376,-169.446,29,6.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,7,27,21,41,21.7,NA,NA,INDONESIA:  PAPUA,-2.629,138.528,48,7,7,1,NA,NA,NA,1,6,1,NA,NA,NA,1,6
2015,7,29,0,10,24.7,NA,NA,COLOMBIA-PANAMA:  COLOMBIA:  UNGUIA,8.231,-77.315,12,5.9,5,NA,NA,6,NA,NA,45,NA,NA,6,NA,NA,45
2015,8,7,1,25,2.5,NA,NA,RWANDA:  BUKAVU,-2.141,28.897,11,5.8,5,3,NA,30,NA,NA,NA,3,NA,30,NA,NA,NA
2015,8,9,7,5,58.4,NA,NA,EL SALVADOR:  ALEGRIA,13.668,-88.478,10,4.5,4,NA,NA,4,NA,NA,92,NA,NA,4,NA,NA,92
2015,9,16,22,54,32.9,5590,NA,CHILE:  CENTRAL,-31.573,-71.674,22,8.3,9,7,1,14,600,2305,10044,15,1,14,600,2305,10044
2015,9,24,15,53,27.7,NA,NA,INDONESIA:  SORONG,-0.621,131.262,18,6.6,6,NA,NA,62,NA,NA,260,NA,NA,62,NA,NA,260
2015,10,17,11,33,9,NA,NA,ARGENTINA:  GALPON,-25.467,-64.484,17,5.8,7,2,NA,30,NA,15,NA,2,NA,30,NA,15,NA
2015,10,26,9,9,42.6,NA,NA,AFGHANISTAN: HINDU KUSH,36.524,70.368,231,7.5,7,399,NA,1770,109,29230,79893,399,NA,1770,109,29230,79893
2015,11,4,3,44,15.2,NA,NA,INDONESIA:  EAST NUSA TENGGARA:  ALOR,-8.338,124.875,20,6.5,5,NA,NA,3,9,NA,1468,NA,NA,3,9,NA,1468
2015,11,7,6,58,30.3,NA,NA,VENEZUELA:  MERIDA,8.467,-71.396,15,5.3,5,1,NA,NA,NA,33,83,1,NA,NA,NA,33,83
2015,11,11,1,54,38.6,5592,NA,CHILE:  LA SERENA,-29.507,-72.007,12,6.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,11,13,20,51,31,5593,NA,JAPAN:  KYUSYU ISLAND,31.001,128.873,12,6.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,11,17,7,10,7.3,5594,NA,"GREECE:  LEFKADA, KEFALONIA, ITHACA",38.67,20.6,11,6.5,7,2,NA,8,NA,1,NA,2,NA,8,NA,1,NA
2015,11,17,17,29,36.3,NA,NA,KYRGYZSTAN: OSH,40.376,73.204,18,5.6,5,NA,NA,NA,12,222,2237,NA,NA,NA,12,222,2237
2015,11,18,18,31,4.6,5722,NA,SOLOMON ISLANDS,-8.899,158.422,13,6.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,11,22,20,38,31.4,NA,NA,VENEZUELA:  MERIDA,8.522,-71.387,10,5.1,4,1,NA,3,NA,NA,6,1,NA,3,NA,NA,6
2015,11,24,22,45,38.9,NA,NA,PERU-BRAZIL,-10.537,-70.944,606,7.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,11,24,22,50,54.4,NA,NA,PERU-BRAZIL,-10.06,-71.018,621,7.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,7,7,50,6,NA,NA,TAJIKISTAN,38.211,72.78,22,7.2,4,2,NA,NA,5,500,793,2,NA,NA,5,500,793
2015,12,17,19,49,53.1,NA,NA,MEXICO:  COCOTITLAN,15.802,-93.633,85,6.6,8,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
2015,12,25,19,14,47.2,NA,NA,AFGHANISTAN,36.494,71.126,206,6.3,6,4,NA,97,NA,NA,NA,4,NA,97,NA,NA,NA
2015,12,25,19,14,47.2,NA,NA, PAKISTAN,36.494,71.126,206,6.3,6,4,NA,97,NA,NA,NA,4,NA,97,NA,NA,NA
2016,1,3,23,5,22.3,NA,NA,INDIA:  IMPAHL,24.804,93.651,55,6.7,8,13,NA,100,75,NA,NA,13,NA,100,75,NA,NA
2016,1,16,23,22,29,NA,NA,"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND",-3.873,127.229,4,5.6,3,1,NA,22,NA,NA,230,1,NA,22,NA,NA,230
2016,1,24,10,30,29.6,NA,NA,ALASKA:  KENAI,59.62,-153.339,126,7.1,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA
2016,1,25,4,22,2.7,5792,NA,MOROCCO:  MELILLA,35.649,-3.682,12,6.3,6,1,NA,26,NA,NA,NA,1,NA,26,NA,NA,NA
2016,2,5,19,57,27.4,NA,NA,TAIWAN:  TAINAN,22.938,120.601,23,6.4,8,117,NA,525,700,NA,NA,117,NA,525,700,NA,NA
2016,3,2,12,49,48.1,5598,NA,INDONESIA: SUMATRA:,-4.952,94.33,24,7.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,4,10,10,28,58.7,NA,NA,AFGHANISTAN:  KHYBER PAKHTUNKHWA,36.473,71.131,212,6.6,6,6,NA,5,NA,NA,20,6,NA,5,NA,NA,20
2016,4,13,13,55,17.8,NA,NA,INDIA: ASSAM,23.094,94.865,136,6.9,6,2,NA,170,NA,NA,4,2,NA,170,NA,NA,4
2016,4,13,13,55,17.8,NA,NA, BANGLADESH,23.094,94.865,136,6.9,6,2,NA,170,NA,NA,4,2,NA,170,NA,NA,4
2016,4,15,16,25,6.2,NA,NA,"JAPAN:  KUMAMOTO, OITA",32.791,130.754,10,7,9,273,NA,2809,20000,43386,163500,273,NA,2809,20000,43386,163500
2016,4,16,23,58,37,5599,NA,"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS",0.382,-79.922,21,7.8,9,663,9,6274,3300,6998,29672,663,9,6274,3300,6998,29672
2016,4,28,19,33,24.1,5600,NA,VANUATU ISLANDS,-16.043,167.379,24,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,5,11,1,15,47.2,NA,NA,CHINA:  TIBET (XIZANG PROVINCE),32.022,95.027,8,5.2,NA,NA,NA,60,NA,NA,NA,NA,NA,60,NA,NA,NA
2016,5,17,17,5,17.5,NA,NA,CHINA: YUNNAN PROVINCE: SHIMEN,26.085,99.575,51,4.8,NA,2,NA,NA,60,NA,NA,2,NA,NA,60,NA,NA
2016,5,18,16,46,0.5,NA,NA,ECUADOR:  MANABI PROVINCE,0.495,-79.616,30,6.9,8,1,NA,162,NA,NA,32,1,NA,162,NA,NA,32
2016,5,28,23,54,53.4,NA,NA,ALGERIA:  MEDEA:  MIHOUB,36.431,3.517,11,5.4,5,NA,NA,28,NA,NA,NA,NA,NA,28,NA,NA,NA
2016,6,1,22,56,0.8,NA,NA,INDONESIA:  SUMATRA:  PESISIR SELATAN,-2.097,100.665,50,6.6,5,1,NA,30,NA,NA,2663,1,NA,30,NA,NA,2663
2016,6,7,19,15,15.3,NA,NA,INDONESIA:  MALUKU:  TERNATE ISLAND,1.279,126.371,31,6.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,7,1,14,58,54.8,NA,NA,TAJIKISTAN:  RASHT,38.881,70.559,10,5,4,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,31,NA
2016,7,29,21,18,24.7,NA,NA,NORTHERN MARIANA ISLANDS,18.543,145.507,196,7.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,7,31,9,18,14.2,NA,NA,CHINA:  GUANGXI PROVINCE,24.134,111.478,25,4.9,5,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,200
2016,7,31,23,40,1.9,NA,NA,INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA,-8.194,117.814,21,5.6,6,NA,NA,4,NA,NA,700,NA,NA,4,NA,NA,700
2016,8,12,1,26,36.3,5604,NA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.477,173.117,16,7.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,8,15,2,59,0.8,NA,NA,PERU:  AREQUIPA,-15.654,-72.009,20,5.5,7,9,NA,68,NA,605,671,9,NA,68,NA,605,671
2016,8,19,7,32,22.7,5605,NA,SOUTH SANDWICH ISLANDS,-55.285,-31.877,10,7.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,8,20,9,1,26.2,5741,NA,JAPAN:  OFF EAST COAST HONSHU,40.394,143.68,10,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,8,24,1,36,32.9,NA,NA,"ITALY:  ACCUMOLI, ARQUATA, AMATRICE",42.723,13.188,4,6.2,9,299,15,368,5000,NA,NA,299,15,368,5000,NA,NA
2016,8,24,10,34,54.6,NA,NA,MYANMAR (BURMA): CHAUK,20.923,94.569,82,6.8,5,4,NA,20,10,NA,230,4,NA,20,10,NA,230
2016,9,1,16,37,57.3,5606,NA,NEW ZEALAND:  GISBORNE,-37.359,179.146,19,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,9,10,12,27,33.4,NA,NA,TANZANIA:  LAKE VICTORIA,-1.036,31.618,40,5.9,5,23,NA,252,458,1172,6281,23,NA,252,458,1172,6281
2016,9,10,12,27,33.4,NA,NA,  UGANDA: RAKAI,-1.036,31.618,40,5.9,5,23,NA,252,458,1172,6281,23,NA,252,458,1172,6281
2016,9,11,13,10,8.1,NA,NA,BALKANS NW:  MACEDONIA,42.008,21.488,13,5.1,8,NA,NA,137,10,NA,NA,NA,NA,137,10,NA,NA
2016,9,12,11,32,55.8,NA,NA,SOUTH KOREA:  GYEONGJU,35.781,129.216,13,5.4,8,1,NA,14,21,NA,106,1,NA,14,21,NA,106
2016,9,23,16,11,56.6,NA,NA,RWANDA:  RISUZI,-2.65,29.06,10,4.8,6,8,NA,NA,NA,22,NA,8,NA,NA,NA,22,NA
2016,9,23,16,11,56.6,NA,NA, CONGO:  UKAVU,-2.65,29.06,10,4.8,6,8,NA,NA,NA,22,NA,8,NA,NA,NA,22,NA
2016,9,28,16,48,55.6,NA,NA,NICARAGUA:  LEON,12.442,-86.515,8,5.5,4,1,NA,5,NA,6,487,1,NA,5,NA,6,487
2016,10,1,8,4,34.3,NA,NA,"PAKISTAN:  MANSEHRA, NARAN",34.905,73.682,10,5.4,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2016,10,21,5,7,23,NA,NA,JAPAN:  KURAYOSHI,35.374,133.809,6,6.2,7,NA,NA,7,100,2,160,NA,NA,7,100,2,160
2016,10,26,19,18,8.4,NA,NA,"ITALY:  VISSO, USSITA",42.956,13.067,10,6.1,9,1,NA,NA,NA,NA,1001,1,NA,NA,NA,NA,1001
2016,10,30,6,40,18.7,NA,NA,ITALY: NORCIA,42.862,13.096,8,6.6,9,2,NA,20,200,NA,NA,2,NA,20,200,NA,NA
2016,11,7,1,44,24.5,NA,NA,OKLAHOMA:  CUSHING,35.991,-96.803,4,5,6,NA,NA,NA,20,NA,50,NA,NA,NA,20,NA,50
2016,11,13,11,2,56.3,5613,NA,NEW ZEALAND:  AMBERLEY,-42.737,173.054,15,7.8,9,2,NA,NA,3900,NA,NA,2,NA,NA,3900,NA,NA
2016,11,21,20,59,49.3,5618,NA,JAPAN: NEAR E COAST HONSHU,37.393,141.387,9,6.9,8,NA,NA,15,NA,NA,NA,NA,NA,15,NA,NA,NA
2016,11,24,18,43,47.7,5620,NA,NICARAGUA,11.91,-88.897,10,6.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,25,14,24,30.7,NA,NA,CHINA:  XINJIANG PROVINCE:  KASHGAR,39.273,73.978,17,6.6,7,1,NA,NA,5.5,NA,NA,1,NA,NA,5.5,NA,NA
2016,11,27,23,35,21,NA,NA,"NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA",27.802,86.532,10,5.4,5,1,NA,1,NA,2,NA,1,NA,1,NA,2,NA
2016,11,29,20,9,39.4,NA,NA,POLAND:  RUDNA,51.613,16.157,5,4.2,3,8,NA,9,NA,NA,NA,8,NA,9,NA,NA,NA
2016,12,1,0,25,21.4,NA,NA,"COSTA RICA:  PARAISO, TURRIALBA",9.949,-83.807,1,5.3,6,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,60
2016,12,1,22,40,26.6,NA,NA,"PERU:  PUNO, LAMPA",-15.312,-70.827,12,6.2,7,1,NA,17,NA,8,40,1,NA,17,NA,8,40
2016,12,6,22,3,33.4,NA,NA,INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA,5.283,96.168,13,6.5,8,104,NA,857,100,245,18752,104,NA,857,100,245,18752
2016,12,8,5,15,4.6,NA,NA,CHINA:  N. XINJIANG:  URUMQI,43.823,86.345,18,6,7,1,NA,NA,135,NA,NA,1,NA,NA,135,NA,NA
2016,12,8,17,38,46.3,5630,NA,SOLOMON ISLANDS,-10.681,161.327,40,7.8,8,1,NA,NA,NA,191,126,1,NA,NA,NA,191,126
2016,12,9,19,10,6.8,5632,NA,SOLOMON ISLANDS,-10.749,161.132,20,6.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,17,10,51,10.5,5636,NA,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,-4.505,153.522,95,7.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,19,7,11,39.6,NA,NA,ECUADOR:  ESMERALDAS,0.875,-79.708,10,5.4,6,3,NA,47,NA,10,70,3,NA,47,NA,10,70
2016,12,25,14,22,27,5637,NA,CHILE,-43.406,-73.941,38,7.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,3,9,9,2.1,NA,NA,INDIA:  AMBASA,24.015,92.018,32,5.7,6,3,NA,NA,NA,1492,5200,3,NA,NA,NA,1492,5200
2017,1,3,9,9,2.1,NA,NA,  BANGLADESH,24.015,92.018,32,5.7,6,3,NA,NA,NA,1492,5200,3,NA,NA,NA,1492,5200
2017,1,3,21,52,30.7,5639,NA,FIJI ISLANDS,-19.373,176.052,12,6.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,6,2,33,29.2,NA,NA,IRAN:  KHONJ,28.2,53.107,10,5,NA,4,NA,4,NA,NA,NA,4,NA,4,NA,NA,NA
2017,1,11,22,6,58.7,NA,NA,MADAGASCAR: ANTSIRABE,-20.16,46.647,7,5.5,6,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
2017,1,18,10,14,11,NA,NA,ITALY:  FARINDOLA,42.601,13.227,7,5.7,6,34,NA,11,18,NA,NA,34,NA,11,18,NA,NA
2017,1,22,4,30,23,5642,NA,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.246,155.172,135,7.9,9,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
2017,2,6,3,51,40.6,NA,NA,TURKEY:  CANAKKALE,39.599,26.065,10,5.3,4,NA,NA,5,NA,NA,90,NA,NA,5,NA,NA,90
2017,2,6,13,2,45.1,NA,NA,COLOMBIA:  HUILA,3.449,-74.672,38,5.5,6,NA,NA,NA,NA,NA,378,NA,NA,NA,NA,NA,378
2017,2,7,22,3,56.4,NA,NA,PAKISTAN:  PASNI,25.191,63.264,29,6.3,6,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,20,NA
2017,2,10,14,3,43.9,NA,NA,PHILIPPINES: SURIGAO DEL NORTE,9.907,125.452,15,6.5,8,8,NA,202,40,215,3042,8,NA,202,40,215,3042
2017,2,24,0,32,17.8,NA,NA,ZAMBIA:  KAPUTA,-8.44,30.031,30,5.9,4,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA
2017,3,5,0,8,18,NA,NA,PHILIPPINES: SURIGAO DEL NORTE,9.831,125.496,11,5.7,7,1,NA,45,NA,13,NA,1,NA,45,NA,13,NA
2017,3,13,14,19,6.7,NA,NA,MYANMAR (BURMA):  THARRAWADDY,17.399,96,10,5.1,5,2,NA,36,NA,NA,NA,2,NA,36,NA,NA,NA
2017,3,21,23,10,25.2,NA,NA,INDONESIA:  BALI,-8.492,115.323,112,5.6,5,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA
